delta1,delta2,delta3,delta4
0015,0022,0036,0024,
0015,0022,0036,0024,
0017,0018,0029,0023,
0017,0018,0029,0023,
0017,0018,0029,0023,
0015,0024,0033,0027,
0015,0024,0033,0027,
0015,0024,0033,0027,
0017,0016,0022,0023,
0017,0016,0022,0023,
0017,0016,0022,0023,
0011,0017,0024,0014,
0011,0017,0024,0014,
0011,0016,0024,0014,
0008,0010,0013,0007,
0008,0010,0013,0007,
0008,0010,0013,0007,
0007,0009,0011,0004,
0007,0009,0011,0004,
0006,0008,0010,0003,
0001,0003,0004,0002,
0001,0003,0004,0002,
0001,0003,0004,0002,
-001,0002,-001,-012,
-001,0002,-001,-012,
-001,0002,-001,-012,
0007,-001,-002,-004,
0007,-001,-002,-004,
0007,-001,-002,-004,
0005,0002,0001,0000,
