delta1,delta2,delta3,delta4
0013,0015,0032,0029,
0013,0015,0032,0029,
0016,0019,0039,0026,
0016,0019,0039,0026,
0016,0019,0039,0026,
0018,0028,0037,0032,
0018,0028,0037,0032,
0018,0028,0037,0032,
0022,0026,0039,0031,
0022,0026,0039,0031,
0022,0026,0039,0031,
0022,0020,0034,0028,
0022,0020,0034,0028,
0022,0020,0034,0028,
0012,0022,0032,0029,
0012,0022,0032,0029,
0012,0022,0032,0029,
0015,0017,0022,0017,
0015,0017,0022,0017,
0015,0017,0022,0017,
0009,0016,0019,0013,
0009,0016,0019,0013,
0009,0016,0019,0013,
0005,0012,0016,0005,
0005,0012,0016,0005,
0005,0012,0016,0005,
0003,0008,0007,0004,
0003,0008,0007,0004,
0003,0008,0007,0004,
0005,0002,0002,0003,
