delta1,delta2,delta3,delta4
0009,0015,0031,0031,
0009,0015,0031,0031,
0019,0019,0038,0035,
0019,0019,0038,0035,
0019,0019,0038,0035,
0016,0029,0052,0037,
0016,0029,0052,0037,
0016,0029,0052,0037,
0024,0024,0049,0041,
0024,0024,0049,0041,
0024,0024,0049,0041,
0019,0035,0051,0040,
0019,0035,0051,0040,
0019,0035,0051,0040,
0022,0035,0053,0037,
0022,0035,0053,0037,
0022,0035,0053,0037,
0022,0029,0042,0035,
0022,0029,0042,0035,
0022,0029,0042,0035,
0016,0020,0028,0024,
0016,0020,0028,0024,
0016,0020,0028,0024,
0014,0009,0019,0010,
0014,0009,0019,0010,
0014,0009,0019,0010,
0004,0007,0012,0002,
0004,0007,0012,0002,
0004,0007,0012,0002,
0006,-001,0008,0004,
