delta1,delta2,delta3,delta4
0015,0019,0028,0032,
0015,0019,0028,0032,
0016,0022,0036,0033,
0016,0022,0036,0033,
0016,0022,0036,0033,
0020,0025,0041,0034,
0020,0025,0041,0034,
0020,0025,0041,0034,
0021,0027,0037,0031,
0021,0027,0037,0031,
0021,0027,0037,0031,
0019,0029,0040,0030,
0019,0029,0040,0030,
0019,0029,0040,0030,
0015,0028,0034,0026,
0015,0028,0034,0026,
0015,0025,0034,0026,
0016,0017,0022,0020,
0016,0017,0022,0020,
0016,0017,0022,0020,
0013,0010,0015,0010,
0013,0010,0015,0010,
0013,0010,0015,0010,
0007,0008,0005,0007,
0007,0008,0005,0007,
0007,0008,0005,0007,
0003,0003,0003,0005,
0003,0003,0003,0005,
0003,0003,0003,0005,
0004,0007,0006,0002,
