delta1,delta2,delta3,delta4
0023,0023,0033,0039,
0023,0024,0033,0039,
0023,0025,0040,0039,
0024,0031,0047,0047,
0024,0032,0047,0047,
0024,0032,0051,0048,
0026,0037,0054,0051,
0026,0037,0054,0051,
0027,0037,0054,0051,
0028,0039,0058,0049,
0028,0039,0058,0049,
0028,0039,0053,0049,
0027,0035,0050,0044,
0027,0035,0050,0044,
0027,0035,0045,0040,
0024,0030,0039,0033,
0024,0029,0039,0033,
0021,0026,0027,0029,
0021,0022,0020,0021,
0021,0022,0020,0021,
0017,0018,0015,0020,
0015,0014,0010,0014,
0015,0014,0010,0014,
0012,0010,0008,0009,
0012,0008,0006,0007,
0012,0008,0006,0007,
0007,0004,0003,0005,
0007,0004,0003,0004,
0007,0004,0003,0004,
0007,0003,0004,0004,
