delta1,delta2,delta3,delta4
0008,0017,0032,0024,
0008,0017,0032,0024,
0018,0020,0034,0028,
0018,0020,0034,0028,
0018,0020,0034,0028,
0016,0027,0034,0026,
0016,0027,0034,0026,
0016,0027,0034,0026,
0020,0021,0034,0026,
0020,0021,0034,0026,
0020,0021,0034,0026,
0020,0020,0033,0028,
0020,0020,0033,0028,
0020,0020,0033,0028,
0017,0020,0028,0020,
0017,0020,0028,0020,
0017,0020,0028,0020,
0010,0016,0025,0015,
0010,0016,0025,0015,
0010,0016,0025,0015,
0010,0009,0015,0009,
0010,0009,0015,0009,
0010,0009,0015,0009,
-001,0005,0007,0009,
-001,0005,0007,0009,
-001,0005,0007,0009,
0002,0001,0000,0004,
0002,0001,0000,0004,
0002,0001,0000,0004,
0006,0002,0003,0002,
