delta1,delta2,delta3,delta4
0011,0016,0032,0022,
0011,0016,0032,0022,
0018,0022,0038,0030,
0018,0022,0038,0030,
0018,0022,0038,0030,
0016,0027,0040,0030,
0016,0027,0040,0030,
0016,0027,0040,0030,
0018,0025,0035,0030,
0018,0025,0035,0030,
0018,0025,0035,0030,
0014,0020,0030,0027,
0014,0020,0030,0027,
0014,0020,0030,0027,
0013,0016,0024,0020,
0013,0016,0024,0020,
0013,0016,0024,0020,
0011,0014,0018,0018,
0011,0014,0018,0018,
0011,0014,0018,0018,
0005,0012,0016,0009,
0005,0012,0016,0009,
0005,0012,0016,0009,
0009,0015,0006,0006,
0009,0015,0006,0006,
0009,0011,0006,0006,
0003,0003,0005,0000,
0003,0003,0005,0000,
0003,0003,0005,0000,
-001,0004,0001,0005,
