delta1,delta2,delta3,delta4
0007,0018,0030,0028,
0007,0018,0030,0028,
0011,0023,0036,0032,
0011,0023,0036,0032,
0011,0023,0036,0032,
0012,0020,0034,0031,
0012,0020,0034,0031,
0012,0020,0034,0031,
0019,0020,0030,0027,
0019,0020,0030,0027,
0019,0020,0030,0027,
0012,0020,0033,0023,
0012,0020,0033,0023,
0012,0020,0033,0023,
0010,0018,0024,0016,
0010,0018,0024,0016,
0010,0018,0024,0016,
0009,0012,0015,0010,
0009,0012,0015,0010,
0009,0012,0015,0010,
0002,0006,0008,0010,
0002,0006,0008,0010,
0002,0006,0008,0010,
-001,0003,0003,0004,
-001,0003,0003,0004,
-001,0003,0003,0004,
0006,0003,0000,0003,
0006,0003,0000,0003,
0006,0003,0000,0003,
-001,-015,0005,0000,
