delta1,delta2,delta3,delta4
0011,0015,0027,0026,
0011,0015,0027,0026,
0014,0024,0037,0035,
0014,0024,0037,0035,
0014,0024,0037,0035,
0016,0026,0041,0034,
0016,0026,0041,0034,
0016,0026,0041,0034,
0022,0028,0039,0032,
0022,0028,0039,0032,
0022,0028,0039,0032,
0021,0029,0037,0029,
0021,0029,0037,0029,
0021,0029,0037,0029,
0014,0026,0033,0024,
0014,0026,0033,0024,
0014,0026,0033,0024,
0008,0015,0018,0017,
0008,0015,0018,0017,
0008,0015,0018,0017,
0005,0014,0014,0009,
0005,0014,0014,0009,
0005,0014,0014,0009,
-002,0012,0010,0004,
-002,0012,0010,0004,
-002,0012,0010,0004,
0000,0002,0002,0007,
0000,0002,0002,0007,
0000,0002,0002,0007,
0003,0007,0006,0004,
