delta1,delta2,delta3,delta4
0007,0011,0023,0027,
0016,0021,0043,0045,
0016,0022,0048,0045,
0016,0022,0052,0046,
0024,0039,0067,0056,
0024,0039,0067,0056,
0026,0043,0069,0058,
0028,0043,0071,0065,
0028,0043,0071,0065,
0028,0047,0071,0065,
0031,0043,0072,0066,
0031,0043,0072,0066,
0031,0043,0072,0066,
0028,0040,0061,0056,
0028,0040,0061,0056,
0028,0038,0053,0050,
0025,0033,0047,0044,
0025,0033,0043,0039,
0023,0030,0037,0036,
0017,0021,0031,0028,
0017,0021,0031,0027,
0017,0015,0023,0026,
0012,0015,0016,0013,
0012,0009,0016,0013,
0012,0009,0014,0013,
0005,0003,0007,0010,
0005,0003,0007,0010,
0005,0003,0007,0007,
0007,0003,-001,0005,
0007,0003,-001,0005,
