delta1,delta2,delta3,delta4
0014,0018,0029,0026,
0014,0018,0031,0026,
0014,0027,0042,0038,
0014,0027,0042,0038,
0014,0027,0042,0038,
0025,0035,0057,0046,
0025,0035,0057,0046,
0026,0035,0057,0046,
0028,0040,0068,0057,
0028,0040,0068,0057,
0028,0040,0068,0057,
0030,0049,0072,0060,
0030,0049,0072,0060,
0030,0048,0072,0060,
0033,0044,0071,0062,
0033,0044,0071,0062,
0033,0044,0068,0055,
0023,0040,0057,0042,
0023,0040,0057,0042,
0023,0034,0044,0042,
0018,0029,0037,0028,
0018,0029,0036,0028,
0018,0019,0027,0025,
0007,0014,0018,0012,
0007,0008,0018,0012,
0007,0008,0015,0012,
-002,0006,0005,0002,
-002,0006,0005,0002,
-002,0006,0005,0002,
0001,0001,0005,0005,
