delta1,delta2,delta3,delta4
00002,00053,00010,00035
00002,00293,00010,00154
00002,00300,00010,00154
00070,00293,00138,00156
00019,00293,00045,00156
00019,00293,00018,00156
00004,00035,00017,00025
00001,00025,00011,00015
00001,00025,00011,00011
00001,00025,00011,00004
00001,00025,00011,00004
00001,00025,00011,00000
00001,00025,00011,00004
00000,-0001,-0002,00003
00000,-0002,-0002,00003
-0001,-0004,-0003,00000
-0002,-0003,00002,00003
00000,-0005,00000,-0003
00000,00002,00003,00003
-0002,-0002,-0004,00000
-0001,00005,-0004,00001
00001,00001,-0004,-0003
00001,00004,00002,00002
00002,-0004,-0001,-0002
00001,-0001,00000,00004
-0001,00000,00001,00002
-0001,00001,00003,00002
00001,-0001,00004,00001
00001,00003,00005,00002
00001,00008,00002,00002
-0001,00002,00004,00003
-0001,00005,00003,00000
00004,-0005,00003,00000
00004,-0002,00002,00003
00002,-0004,00001,-0001
00003,00004,-0001,00003
-0001,00001,00001,00001
00000,00004,00003,00004
00001,00001,00000,00005
00000,00001,00002,00002
