delta1,delta2,delta3,delta4
00003,00036,00012,00018
00003,00036,00012,00018
00007,00037,00014,00023
00007,00037,00014,00024
00007,00037,00014,00023
00007,00037,00014,00027
00007,00037,00014,00022
00007,00037,00014,00021
00005,00031,00014,00020
00004,00012,00009,00014
00004,00015,00009,00009
00004,00010,00009,00008
00004,00008,00009,00004
00004,00002,00009,00004
00004,00007,00009,00004
00001,-0001,-0003,-0001
00004,-0001,00001,00002
00004,-0006,-0002,00001
00003,-0005,00000,00001
00000,-0004,-0001,-0001
00001,-0003,-0002,00000
00002,-0005,-0002,-0001
-0002,-0001,00003,00001
-0001,-0008,-0002,-0001
00001,00003,00001,00001
-0001,-0004,00000,00000
-0001,00000,00004,00000
-0001,-0003,-0004,00000
00005,00002,00000,-0002
00001,-0007,-0002,00000
00001,00007,00000,00003
-0001,00001,00000,00000
-0001,00003,00004,00004
-0001,00005,00004,00001
00000,00004,00002,00002
-0001,00004,00003,00003
00002,00004,00002,00003
00002,00007,00000,-0001
00002,00004,-0002,00003
00005,-0003,00003,00004
