delta1,delta2,delta3,delta4
00002,00041,00011,00014
00005,00045,00020,00033
00005,00045,00018,00034
00005,00045,00018,00031
00005,00045,00018,00028
00005,00045,00018,00025
00005,00045,00018,00025
00005,00026,00011,00020
00004,00027,00011,00021
00002,00013,00006,00011
00002,00011,00006,00010
00002,00007,00006,00002
00002,00006,00006,00006
00002,00005,00006,00003
00002,00003,00006,00004
00003,00008,00002,00000
00002,00007,00002,00004
00002,00008,00002,00005
00001,00004,00003,00006
-0001,00004,00004,00005
00000,00004,00001,00005
00002,00005,-0001,00002
00001,-0001,00001,00004
00004,00000,00003,00002
00001,00001,00003,00001
-0001,00001,00005,00004
00000,00002,00001,00000
00000,00004,00004,00006
00000,00001,00003,00004
00000,00005,00003,00002
00001,-0003,-0003,00001
00003,00003,00000,00002
00002,-0003,00001,00001
00000,00003,00004,00004
-0001,-0004,-0002,-0001
00002,00002,00001,00004
00003,00000,-0004,-0001
00002,00003,00002,00002
00003,-0001,-0003,-0001
00000,-0003,00003,00003
