delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-001,-001,-001,0001,0000,0000,-001,-002
0000,-001,0001,-002,0000,0001,0001,0000,-001
0001,-001,0002,-002,0000,0001,0002,-001,-001
0001,0000,0001,0000,0000,0002,0002,-002,0000
0001,-001,0000,0000,0000,0001,0000,-002,0000
0001,0000,0000,0000,0000,0001,0000,-001,0001
0000,0000,0000,0000,0000,0000,0000,0000,0002
-001,0000,0000,-001,0000,0000,0002,0000,0008
-001,0000,0000,-001,0000,0000,0002,0002,0008
0000,0000,0001,-001,0002,0002,0004,0003,0002
0000,0001,0002,0001,0002,0002,0004,0003,0002
0002,0001,0001,0003,0002,0003,0004,0008,0004
0002,0001,0002,0005,0008,0005,0010,0014,0004
0003,0001,0002,0010,0014,0005,0010,0017,0007
0007,0006,0002,0013,0023,0007,0010,0017,0006
0008,0013,0006,0018,0033,0007,0010,0015,0006
0014,0019,0007,0018,0036,0009,0008,0012,0006
0014,0019,0007,0018,0036,0009,0008,0012,0006
0014,0019,0007,0018,0035,0009,0008,0012,0006
0014,0019,0007,0018,0032,0009,0008,0012,0006
0014,0019,0007,0018,0032,0009,0008,0012,0006
0014,0019,0007,0018,0030,0009,0008,0012,0006
0014,0027,0006,0009,0024,0007,0002,0003,0003
0012,0027,0006,0006,0012,0006,0001,-001,-002
0012,0027,0006,0006,0012,0006,0001,-001,-002
0012,0025,0006,0006,0009,0006,0001,-001,-002
0012,0022,0006,0006,0005,0006,0001,-001,-002
0012,0022,0006,0006,0004,0006,0001,-001,-002
0012,0022,0006,0006,0003,0006,0001,-001,-002
0012,0022,0006,0006,0001,0006,0001,-001,-002
0005,0010,0004,0003,0001,0002,0001,0000,-002
0001,0004,0001,0000,0001,0002,0000,0000,0001
0001,0001,0001,0000,0000,0001,0001,-001,0001
0001,0000,0001,-003,0000,0001,0000,-001,0000
-001,0000,-001,-003,0000,0000,0000,-001,0000
-001,0000,0001,-002,-001,0000,0000,0000,0000
0000,0000,0000,-001,-001,0000,0000,-001,0000
0001,0000,0000,0000,0000,-001,0001,-001,-001
0001,0001,0000,0000,0000,-001,0001,-001,-002
-001,0000,0000,0000,0000,-001,0001,-001,-002
-001,0000,0000,0000,-001,0000,0001,-001,-002
-001,0000,0000,0000,-001,0000,0000,-001,-002
-001,0000,0000,-001,-001,0000,0000,-001,-002
0000,0000,0001,-001,-002,0000,0000,-001,-001
0000,0000,0001,-001,-002,0000,0000,-001,-003
0000,0000,0000,-001,-001,0000,0000,-001,-001
-001,0000,-002,0000,-001,0000,0000,-001,-001
0000,0000,-001,-001,-001,0000,0001,-001,-001
0000,0000,-001,-001,-001,0000,0000,-001,0001
0002,0000,-001,-001,-001,0001,0001,-002,-003
0002,0000,-001,0000,-001,0001,0001,-002,-003
0002,-001,-001,0000,-001,0002,0002,-002,-003
0000,-001,-001,0000,-001,0001,0001,-002,-001
-001,-001,0001,0000,-001,-001,0002,-001,0000
0000,0000,-001,0000,-001,-001,0000,-002,-001
