delta1,delta2,delta3,delta4
00002,00000,00001,00001
00002,00000,00001,00001
00002,-0003,00002,00001
00001,00004,00000,00000
00002,00001,00001,00001
00002,00001,00001,00000
00002,00001,00002,00000
00002,00001,00001,00003
00002,00003,00001,-0001
00002,00001,00002,00001
00003,00002,00003,00003
00007,00004,00004,00006
00011,00011,00009,00010
00018,00019,00019,00018
00021,00020,00026,00024
00022,00023,00024,00023
00022,00021,00024,00024
00020,00018,00021,00023
00020,00018,00018,00021
00018,00018,00018,00016
00014,00011,00012,00014
00010,00008,00006,00008
00005,00004,00004,00004
00005,00003,00002,00003
00001,00002,00001,00003
00001,00001,00002,00003
00003,00001,00001,00001
00002,00000,00001,00001
00001,00004,00000,00000
00003,00000,00000,-0001
00002,00000,00001,00002
00003,00001,00000,00001
00003,00001,00000,00003
00002,00001,00000,00000
00002,00001,00000,00002
00001,00000,00000,00001
00001,00001,00000,-0001
00000,00002,00000,00001
00002,00000,00000,00000
00001,00002,00001,00001
00000,00000,00001,-0001
00001,00000,00001,00002
00001,00000,00001,00000
00003,00001,00001,00000
00003,00003,00000,00000
00002,00003,00001,00001
-0001,00000,00000,00002
00002,00000,00002,00001
00002,-0001,00000,00004
00001,00001,-0001,-0005
00001,00001,00001,00002
00001,00001,00002,00000
00000,00000,00002,00000
00002,00001,00001,00000
00001,-0003,00001,-0001
