delta1,delta2,delta3,delta4
00002,-0001,00000,00000
00002,00001,00001,00001
00002,00001,00001,00000
00002,00000,00000,00002
-0001,00001,-0002,00000
00001,00000,00002,00003
00000,00002,00001,00002
00003,00000,00002,00002
00004,00004,00001,00002
00006,00007,00004,00003
00005,00004,00004,00004
00007,00006,00008,00010
00013,00012,00014,00015
00018,00019,00022,00020
00018,00019,00026,00022
00018,00019,00028,00023
00018,00019,00026,00020
00018,00019,00031,00020
00018,00019,00030,00027
00018,00019,00030,00026
00018,00019,00030,00025
00018,00019,00030,00024
00018,00019,00030,00029
00022,00021,00025,00022
00018,00016,00025,00022
00018,00023,00020,00017
00018,00015,00020,00017
00013,00016,00016,00015
00013,00016,00016,00014
00013,00016,00016,00011
00013,00016,00016,00011
00013,00016,00016,00009
00013,00016,00016,00009
00004,00007,00005,00007
00004,00007,00005,00007
00004,00007,00005,00007
00004,00007,00002,00007
00004,00007,00003,00007
00004,00007,00004,00007
00002,00003,00002,00001
00005,00004,00001,00001
00002,-0001,00003,00004
00001,00000,00001,00000
00002,00001,00001,00001
00001,00000,00001,00000
00001,00001,00001,00001
00001,00001,00001,00000
00001,00001,00001,00001
00001,00000,00001,00001
00001,00001,00000,00001
00001,00001,00000,-0001
-0001,00000,00000,00001
00003,00001,00001,00001
00000,00000,00000,00000
00004,00005,00002,-0001
