delta1,delta2,delta3,delta4
-0001,-0001,00001,-0001
-0002,-0003,00002,00000
-0001,00000,00002,-0001
-0002,-0001,00000,00000
00001,00002,00001,-0001
-0001,00000,00001,00000
00001,00000,00002,-0001
00000,00000,00001,-0001
-0001,00000,00002,00000
00002,00002,00002,00003
00004,00005,00006,00004
00006,00008,00008,00008
00011,00013,00014,00010
00017,00020,00019,00017
00017,00023,00019,00017
00017,00022,00019,00017
00017,00022,00019,00017
00017,00024,00019,00017
00017,00022,00019,00017
00020,00024,00024,00019
00018,00024,00023,00019
00018,00024,00022,00019
00018,00024,00023,00019
00018,00024,00022,00019
00018,00024,00021,00019
00015,00023,00020,00015
00017,00021,00021,00016
00016,00021,00020,00016
00014,00018,00019,00015
00011,00015,00016,00012
00011,00009,00016,00012
00011,00011,00016,00012
00011,00007,00016,00012
00011,00008,00016,00012
00011,00007,00016,00012
00005,00005,00006,00005
00005,00005,00006,00005
00005,00005,00004,00005
00005,00005,00003,00005
00005,00005,00007,00005
00005,00005,00003,00005
00003,00001,00002,00001
-0001,00001,00001,-0001
-0002,00001,00001,00000
00003,00001,-0001,-0002
-0001,00000,00001,-0001
-0001,-0001,00000,00000
00000,00000,00001,-0001
-0002,00001,00001,-0002
-0003,-0001,00001,-0002
-0001,00000,00001,-0002
00001,00001,00001,-0001
-0001,00000,00000,-0001
-0003,-0001,00001,00000
-0001,00000,00002,-0001
