delta1,delta2,delta3,delta4
-0001,00001,00002,00001
-0001,00002,-0003,-0001
00001,00001,00001,00001
00002,-0001,00001,00002
00001,00000,00000,00001
00003,00002,00001,00001
00003,00000,00006,00001
00004,00000,00001,00002
00001,00001,00000,00001
00001,00002,00001,00001
00002,00002,00000,00002
00003,00003,00000,00003
00006,00005,00000,00004
00011,00010,00009,00011
00023,00022,00031,00031
00025,00024,00044,00047
00028,00025,00064,00063
00031,00030,00086,00081
00034,00033,00098,00090
00041,00036,00102,00090
00036,00036,00093,00081
00035,00031,00059,00061
00026,00024,00035,00038
00019,00016,00018,00019
00013,00010,00008,00011
00009,00008,00007,00010
00008,00006,00007,00009
00009,00006,00005,00007
00010,00006,00004,00008
00007,00005,00005,00006
00007,00005,00003,00006
00005,00002,00004,00006
00003,00003,00003,00003
00005,00003,00000,00003
00004,00001,00001,00001
00002,00001,00001,00003
00003,00002,00001,00001
00003,00002,00001,00002
-0005,00004,-0001,00001
00000,00000,00001,00001
00001,00000,00001,00001
-0001,-0001,00001,00001
00002,00001,00000,00001
00002,00000,00001,00000
00002,00001,00000,00001
00004,00002,00000,00000
-0001,00002,00001,00001
00003,00003,00001,00000
00001,00002,00000,00000
00002,00001,00002,00001
00001,00001,00001,00001
00002,00000,00000,-0001
00004,00002,00001,00002
00002,00001,00001,00000
00002,00001,00000,00001
