delta1,delta2,delta3,delta4
00000,00000,00000,00001
00001,00001,-0001,00000
-0001,-0001,00000,00001
00002,-0001,00001,-0001
-0001,00000,00000,00002
00001,00000,00000,00002
00002,-0002,00000,00001
00001,00000,00001,00002
00002,00002,-0001,00001
00002,-0002,00002,00004
00003,00005,00002,00005
00006,00006,00006,00009
00010,00008,00009,00012
00013,00014,00018,00019
00021,00018,00022,00024
00019,00018,00025,00025
00019,00018,00024,00029
00019,00018,00022,00026
00019,00018,00028,00029
00019,00018,00028,00029
00021,00019,00026,00032
00021,00019,00026,00032
00023,00019,00026,00032
00022,00019,00026,00032
00020,00019,00026,00032
00020,00019,00026,00028
00020,00019,00026,00028
00018,00018,00023,00026
00017,00013,00021,00023
00017,00016,00018,00024
00017,00013,00017,00021
00015,00013,00015,00019
00015,00013,00015,00019
00015,00013,00014,00019
00015,00013,00014,00019
00015,00013,00013,00019
00015,00013,00011,00019
00013,00009,00011,00016
00010,00011,00009,00011
00010,00011,00009,00011
00010,00011,00009,00013
00010,00011,00009,00010
00010,00011,00009,00010
00010,00011,00009,00011
00008,00006,00006,00009
00007,00001,00003,00009
00003,00003,00002,00007
00004,00003,00001,00004
00003,00001,00001,00002
00005,00001,00002,00003
00000,00003,00000,00002
00003,00000,00000,00003
00003,00000,00000,00001
00002,00001,-0001,00001
00000,00000,00000,-0001
