delta1,delta2,delta3,delta4
00004,00001,00002,-0001
00001,00002,00001,00002
00001,00000,00001,00001
00003,00000,00002,-0001
00000,00002,00002,00001
00001,00002,00001,00003
00003,00002,00001,-0001
00005,00002,00001,00001
00004,00002,00002,00002
00000,00001,00003,00002
00004,00002,00002,00002
00005,00003,00004,00005
00008,00009,00009,00013
00015,00013,00015,00017
00018,00018,00023,00023
00018,00018,00022,00023
00018,00018,00026,00022
00018,00018,00026,00027
00018,00018,00028,00028
00018,00018,00026,00028
00021,00018,00028,00033
00020,00018,00028,00033
00019,00019,00029,00026
00014,00014,00017,00017
00013,00011,00011,00014
00013,00011,00010,00013
00013,00011,00010,00011
00013,00011,00007,00007
00013,00011,00006,00008
00013,00011,00004,00005
00006,00007,00007,00011
00004,00003,00002,00005
00002,00002,00004,00005
00005,00003,00001,00001
00004,00003,00001,00002
00003,00000,00001,-0003
00002,00000,00002,00002
00000,00001,00001,00002
00002,00002,00002,00000
00002,00001,00001,-0001
00004,00008,00005,00000
00003,00000,00002,00003
00001,00001,00001,00001
00002,00001,00001,00001
00002,00003,00002,00001
00000,00000,00001,00002
00001,00001,00001,00000
00001,00000,00002,00001
00001,00001,00001,00001
00004,00002,00001,00000
00002,00001,00001,00001
00003,00003,00002,00000
00004,00003,00006,-0002
-0001,00001,00001,00000
00000,-0001,00001,-0001
