delta1,delta2,delta3,delta4
00000,00000,00002,00000
-0001,00000,00000,-0001
-0001,00000,-0001,00000
00001,00003,-0001,-0001
-0002,00000,00000,-0003
-0003,-0001,00003,00001
-0001,00000,00001,00000
-0001,00001,00001,-0001
00000,-0001,00000,00001
-0002,00006,-0001,00001
00000,00000,00001,00001
00000,00002,00004,00002
00005,00006,00003,00006
00005,00008,00009,00008
00012,00020,00023,00017
00012,00026,00030,00017
00012,00029,00034,00017
00012,00034,00041,00017
00012,00038,00042,00017
00012,00039,00048,00017
00023,00038,00045,00023
00021,00038,00045,00028
00021,00038,00045,00024
00019,00038,00045,00023
00019,00038,00045,00021
00019,00038,00045,00017
00012,00019,00019,00014
00010,00013,00011,00009
00010,00009,00010,00009
00010,00009,00008,00009
00010,00007,00009,00009
00010,00006,00007,00009
00010,00004,00004,00009
00000,00003,00003,00005
00003,00001,00002,00002
-0001,00004,00000,00001
00000,00003,00000,00000
-0002,00000,00002,00002
00002,00001,00000,-0002
-0002,00000,00001,-0002
00001,00001,00002,-0006
-0002,00000,00000,-0002
00000,00002,00001,-0001
-0002,-0001,00001,-0002
-0003,00000,00002,-0001
-0002,00000,00000,00000
-0002,00001,00000,-0001
-0002,00001,00001,-0001
00000,00001,00001,-0001
-0002,00000,00001,00000
-0002,-0004,00000,-0001
-0003,-0001,00000,-0001
-0001,-0004,-0001,-0002
-0001,-0002,-0001,-0001
00000,-0001,00000,-0001
