delta1,delta2,delta3,delta4
-0002,00000,00000,00000
00000,00002,-0001,-0001
00001,00000,00000,00000
00000,-0001,00000,00001
00000,00000,00000,00002
00000,00001,-0001,00000
-0001,00000,00000,00001
-0001,00002,00000,00000
00002,00001,00002,00002
00002,00000,00001,00004
00004,00002,00004,00004
00006,00006,00005,00008
00014,00011,00011,00014
00015,00016,00017,00019
00019,00018,00020,00025
00019,00018,00021,00022
00019,00018,00022,00018
00019,00018,00021,00018
00019,00018,00017,00018
00013,00015,00015,00017
00014,00008,00007,00009
00008,00006,00007,00008
00005,00004,00005,00006
00003,00005,00003,00004
00002,00001,00002,00005
00001,00002,00001,00002
00000,-0001,00001,00001
00002,00000,00000,00001
00000,00001,-0001,00000
00001,-0001,-0001,00001
00000,-0006,00000,00001
-0002,-0001,00000,-0001
00000,-0001,00000,-0001
00001,00001,00000,00001
-0001,00001,-0001,00000
-0001,00003,00001,00000
00000,00001,00000,-0001
-0002,00001,00001,00000
-0004,-0001,-0001,00000
-0001,00000,00000,00001
-0001,00001,00000,00002
-0001,00000,-0001,-0001
-0001,00000,00000,00000
00002,00001,-0002,00002
-0003,-0005,00003,00002
00000,-0001,00000,00001
-0001,-0001,00000,00000
-0001,00000,00000,00001
-0001,-0001,-0001,-0001
-0002,00000,-0001,00001
00001,00003,00001,-0007
00000,-0002,-0001,00000
-0001,00000,00000,00001
-0002,00000,00001,00000
-0001,-0001,-0001,-0001
