delta1,delta2,delta3,delta4
00001,00001,00001,00001
00001,-0001,00002,00000
00002,00001,00001,-0001
00001,00000,00001,00000
00001,00001,00002,00001
00000,00002,00001,00000
00003,-0001,00001,00001
-0003,-0001,00004,00003
00002,00000,00002,00002
00003,00002,00002,00002
00003,00003,00004,00004
00005,00006,00004,00007
00013,00010,00009,00013
00015,00017,00016,00019
00019,00020,00021,00026
00019,00016,00024,00024
00019,00016,00023,00024
00019,00016,00020,00023
00019,00016,00020,00025
00019,00016,00016,00021
00018,00013,00017,00020
00014,00011,00013,00016
00012,00011,00010,00014
00012,00011,00010,00013
00012,00011,00010,00009
00012,00011,00010,00011
00012,00011,00010,00012
00012,00011,00010,00010
00009,00008,00007,00009
00007,00007,00007,00008
00005,00004,00004,00008
00009,00008,00002,00003
00003,00003,00003,00005
00002,00001,00002,00004
00002,00003,00002,00002
00003,00001,00002,00003
00002,00003,00000,00003
00000,00002,00000,00001
00000,00000,00002,00000
00002,00001,00001,00001
00001,00000,00000,00001
00003,00001,00001,00000
00000,-0001,00000,-0002
00003,00001,00000,00000
00002,00001,00000,-0004
00003,00001,-0001,00000
00000,00001,00001,00000
-0002,-0001,00000,00000
00001,00002,00000,00000
00003,00001,00001,00000
00000,00000,00001,00001
00001,-0001,00000,00000
00003,00002,00001,-0002
00000,00001,00002,00003
00003,00000,00001,00000
