delta1,delta2,delta3,delta4
00002,-0001,00000,00000
00001,00001,00002,-0001
00002,-0003,00000,00003
00003,00001,00001,00000
00002,00001,00002,00001
00001,00001,00001,00001
00001,00002,00001,00001
00000,00000,00001,00002
00001,00001,00001,00001
00002,-0001,00002,00002
00004,00005,00000,00001
00003,00004,00002,00004
00008,00007,00005,00007
00012,00014,00016,00015
00027,00025,00026,00024
00029,00025,00030,00028
00032,00028,00031,00029
00031,00027,00030,00030
00029,00026,00027,00029
00028,00022,00025,00028
00026,00020,00022,00021
00014,00015,00014,00015
00016,00013,00010,00014
00016,00009,00008,00010
00016,00013,00008,00009
00016,00007,00006,00009
00016,00001,00003,00008
00009,00007,00004,00006
00007,00007,00004,00006
00007,00007,00004,00006
00004,00007,00004,00006
00005,00007,00004,00006
00005,00007,00004,00006
00006,00002,00005,00004
-0002,00007,00005,00004
00005,00004,00002,00004
00003,00000,00001,00001
00002,00001,00001,00001
-0001,00000,00001,00001
00000,-0001,00001,00000
00002,00001,00002,00002
00000,00001,00000,00001
00002,00001,-0001,00001
00004,00000,00000,00000
00002,-0001,00001,00000
00002,00001,00001,00000
00000,-0001,00000,00002
00001,00000,00002,00000
00001,-0001,00001,00001
00000,00002,00000,00001
00002,00001,00001,00000
00004,-0001,00001,00001
00002,00000,00002,00000
00001,00003,00002,00001
00003,00002,00000,00000
