delta1,delta2,delta3,delta4
00003,00001,00001,00000
00001,00001,00002,00002
00002,00000,00001,00001
-0001,00003,00003,00009
00002,00000,00000,00000
00001,00000,00001,00001
00003,00000,00000,00000
-0001,00001,00001,-0001
00001,00000,00002,00001
00000,00001,00001,00002
00003,00003,00002,00002
00004,00003,00004,00005
00008,00007,00007,00010
00014,00012,00016,00016
00018,00020,00023,00020
00018,00017,00025,00022
00018,00017,00025,00023
00018,00017,00024,00021
00018,00017,00023,00023
00018,00017,00025,00024
00018,00016,00026,00020
00016,00018,00020,00020
00014,00013,00017,00017
00012,00012,00015,00011
00012,00012,00011,00014
00012,00012,00011,00012
00012,00012,00009,00011
00012,00012,00007,00009
00012,00012,00007,00007
00007,00006,00010,00006
00007,00005,00003,00003
00004,00004,00003,00004
00005,00003,00001,00005
-0002,-0002,00000,00002
00004,00002,00002,00001
00002,00001,00002,00001
00001,00000,00000,00000
00000,00001,00001,00000
00004,00001,00001,00000
00001,00000,00001,00000
-0001,00001,00001,-0001
00000,00001,00002,00000
00000,00001,-0001,00001
00003,-0004,00001,-0002
00003,00003,00001,-0001
00002,00002,00001,00000
00001,00001,00001,00001
00000,00001,00001,00000
00000,00000,00001,-0001
00001,-0001,00001,00001
00002,00001,00000,00000
00001,00001,00001,00000
00000,00001,00000,00000
00001,00001,00003,00001
00002,00001,00001,00001
