delta1,delta2,delta3,delta4
00003,00001,00000,00000
00000,00001,00002,00001
00001,00000,00000,00000
00001,00000,00001,00001
00001,00000,00001,00001
00004,00001,00001,00002
00002,00001,00001,00000
00000,-0001,00000,00000
00000,00000,00002,00001
00001,00002,00003,00002
00003,00004,00001,00000
00006,00002,00002,00003
00008,00006,00007,00010
00009,00012,00013,00014
00022,00020,00025,00026
00022,00022,00032,00031
00028,00024,00037,00037
00032,00033,00041,00042
00032,00028,00048,00046
00029,00029,00049,00047
00033,00029,00047,00044
00023,00022,00032,00035
00019,00023,00024,00023
00016,00012,00015,00019
00016,00012,00014,00019
00016,00008,00012,00019
00016,00009,00012,00019
00016,00010,00010,00019
00016,00009,00011,00019
00010,00009,00008,00012
00012,00009,00008,00012
00012,00009,00008,00012
00012,00009,00008,00012
00010,00009,00008,00011
00010,00009,00008,00011
00007,00007,00009,00012
00010,00005,00010,00009
00009,00007,00007,00009
00007,00006,00006,00005
00007,00005,00005,00006
00006,00005,00004,00006
00004,00002,00004,00005
00005,00003,00002,00004
00001,00002,00002,00003
00002,00001,00003,00003
00002,00000,00001,00003
00001,00002,00001,00001
00003,00002,00001,00001
00000,00001,00001,00000
-0001,00000,00002,00001
00002,00002,00000,00001
00005,00002,00002,00001
-0002,00001,00000,00001
00001,00001,00000,00001
00002,00001,00001,00000
