delta1,delta2,delta3,delta4
00005,00001,00002,00001
00003,00000,00002,00001
00002,00001,00001,00000
-0001,00001,00002,00002
00001,00001,00002,00002
00002,00000,00001,00001
-0006,00002,00000,00002
00001,00001,00003,-0003
00004,00000,-0001,00002
00002,00002,00001,00001
00005,00002,00002,00002
00005,00003,00002,00003
00006,00004,00004,00007
00011,00011,00010,00013
00020,00023,00030,00028
00025,00026,00040,00039
00027,00030,00049,00043
00026,00035,00056,00052
00031,00035,00062,00059
00035,00038,00074,00055
00034,00037,00076,00060
00038,00042,00094,00073
00040,00043,00124,00080
00041,00043,00118,00081
00035,00036,00077,00064
00025,00026,00045,00046
00019,00019,00026,00027
00013,00012,00015,00019
00012,00011,00012,00019
00013,00009,00011,00019
00011,00008,00012,00019
00009,00008,00008,00019
00009,00007,00006,00019
00007,00005,00005,00008
00007,00005,00005,00004
00007,00005,00005,00006
00007,00005,00005,00006
00007,00005,00005,00002
00007,00005,00005,00004
00004,00002,00002,00004
00004,00005,00002,00001
00004,00002,00001,00002
00002,00001,00001,00001
00004,00002,00000,00002
00001,00001,00001,00000
00006,00002,00001,00001
00000,00000,00000,00001
00002,00002,00001,00000
00002,00002,00000,00000
00001,00001,00000,00002
00002,00001,00000,00003
00000,00000,00000,00000
00001,00001,00001,00002
00004,00001,00001,00001
00004,-0001,00002,-0001
