delta1,delta2,delta3,delta4
00000,-0001,00000,00001
00000,-0002,00002,00000
00000,-0001,00000,00001
00001,00001,-0001,00003
00000,00000,00000,00001
00000,-0001,00001,00002
-0001,00000,00000,00000
-0001,00000,-0002,00002
-0002,00004,00001,00003
00000,00002,00002,00004
00003,00001,00002,00006
00004,00011,00007,00009
00014,00011,00012,00014
00019,00016,00020,00021
00019,00016,00023,00025
00019,00016,00026,00026
00019,00016,00029,00035
00019,00016,00030,00035
00019,00016,00032,00038
00030,00027,00034,00040
00028,00022,00034,00040
00029,00024,00034,00040
00029,00023,00034,00040
00027,00023,00034,00040
00027,00022,00034,00040
00028,00020,00030,00035
00024,00018,00024,00032
00020,00017,00019,00025
00019,00014,00018,00022
00019,00014,00018,00022
00019,00014,00018,00022
00019,00013,00018,00022
00019,00012,00018,00022
00019,00012,00018,00022
00010,00006,00010,00015
00016,00006,00014,00018
00016,00006,00012,00018
00016,00006,00012,00018
00016,00006,00013,00018
00016,00006,00013,00018
00011,00008,00013,00015
00008,00008,00013,00021
00013,00008,00013,00021
00010,00008,00013,00021
00012,00008,00013,00021
00010,00008,00013,00021
00012,00007,00008,00013
00012,00007,00008,00010
00012,00007,00008,00011
00012,00007,00008,00009
00012,00007,00008,00009
00012,00007,00008,00009
00008,00006,00006,00011
00006,00005,00004,00008
00008,00004,00006,00003
