delta1,delta2,delta3,delta4
-0004,00002,00001,00001
00001,00001,-0002,00000
-0003,00000,00001,-0001
-0001,00000,00001,00000
-0002,00002,00000,00001
-0001,00000,00001,00000
-0003,00005,00003,-0001
-0001,-0005,00000,-0001
00000,00001,-0001,00001
00001,00001,-0001,-0001
00002,00001,00002,00001
00009,00004,00003,00006
00004,00006,00009,00008
00019,00014,00020,00015
00019,00014,00025,00015
00019,00014,00030,00015
00019,00014,00033,00015
00019,00014,00037,00015
00019,00014,00041,00015
00024,00034,00045,00028
00024,00031,00045,00026
00023,00027,00045,00027
00022,00027,00045,00023
00019,00025,00045,00022
00019,00023,00045,00018
00015,00019,00023,00014
00008,00012,00013,00010
00008,00008,00010,00010
00008,00006,00009,00010
00008,00006,00008,00010
00008,00008,00006,00010
00008,00005,00006,00010
00003,00004,00004,00005
00002,00002,00002,00002
-0002,00002,00002,00000
-0001,00000,00001,00003
00001,00001,00000,-0001
00001,00000,00002,00001
-0002,00000,00001,-0001
-0002,-0002,00001,-0001
00000,00002,00001,00000
-0001,00000,00001,-0001
-0002,00000,00000,-0001
-0001,-0001,00001,00000
-0002,00003,00000,-0002
-0001,00000,00001,00001
-0002,-0001,00001,00000
-0004,00000,00000,00000
-0001,-0002,00001,00001
-0002,00001,00000,-0002
-0002,-0001,00001,-0001
00000,00002,00001,-0001
-0004,00001,00001,00001
-0002,00001,00000,-0001
-0001,-0001,00000,-0003
