delta0,delta1,delta2,delta3,delta4
0008,0000,0009,0023,0035
0008,0000,0009,0023,0035
0007,0006,0005,0044,0073
0007,0006,0005,0044,0073
0007,0006,0005,0044,0098
0003,0004,0012,0065,0127
0003,0004,0012,0065,0127
0003,0004,0012,0065,0122
0003,0004,0012,0052,0115
0003,0004,0012,0052,0096
0005,0004,0012,0041,0062
0012,0010,0010,0035,0056
0012,0010,0010,0030,0038
0012,0010,0010,0030,0037
0012,0010,0008,0021,0023
0002,-001,0007,0021,0014
0002,-001,0007,0019,0013
0002,-011,0007,0006,0002
0000,-007,0007,0004,-005
0000,-007,0007,0004,-005
-002,-006,-006,-002,-005
-006,-006,-006,-006,-005
-006,-006,-006,-006,-005
-002,-006,-001,-004,-007
-002,-003,-001,-004,-007
-002,-003,-001,-004,-007
-006,-003,-010,-010,-008
-006,-009,-010,-010,-008
-006,-009,-010,-010,-008
-006,-009,-011,-010,-008
