delta0,delta1,delta2,delta3,delta4
0001,-001,0005,0024,0031
0001,-001,0005,0026,0051
0003,0000,0008,0039,0071
0003,0000,0008,0039,0084
0003,0000,0008,0039,0084
-001,-001,0011,0034,0058
-001,-001,0011,0034,0056
-001,-001,0011,0034,0054
0003,-003,0002,0011,0014
0003,-003,0002,0011,0014
0003,-003,0002,0011,0014
0000,-006,-005,-002,-002
0000,-006,-005,-002,-002
0000,-006,-005,-002,-002
-003,-011,-011,-007,-011
-003,-011,-011,-007,-011
-003,-011,-011,-007,-011
-006,-010,-008,-010,-015
-006,-010,-008,-010,-015
-006,-010,-008,-010,-015
-003,-011,-012,-011,-013
-003,-011,-012,-011,-013
-003,-011,-012,-011,-013
-008,-004,-016,-012,-020
-008,-004,-016,-012,-020
-008,-004,-016,-012,-020
-007,-011,-014,-008,-019
-007,-011,-014,-008,-019
-007,-011,-014,-008,-019
-006,-012,-011,-009,-016
