delta0,delta1,delta2,delta3,delta4
0007,0006,0017,0031,0043
0007,0006,0017,0031,0043
0010,0008,0015,0040,0062
0010,0008,0015,0040,0062
0010,0008,0015,0040,0062
0009,0010,0017,0043,0072
0009,0010,0017,0043,0072
0009,0010,0018,0040,0056
0011,0011,0013,0034,0053
0011,0011,0013,0031,0034
0009,0011,0013,0027,0031
0007,0006,0008,0017,0018
0007,0006,0007,0015,0014
0007,0005,0007,0012,0014
0001,0003,0005,0007,0007
0001,0003,0005,0005,0007
0001,0003,0005,0005,0007
0003,0006,0004,0004,0002
0003,0006,0004,0004,0002
0003,0002,0004,0004,0002
0004,0002,0001,0002,0000
0004,0002,-001,0002,0000
0004,0002,0000,0002,0000
0003,0002,-001,0000,0001
0003,0002,-001,0000,0001
0003,0005,-001,0000,0001
-001,0001,0008,0002,0005
-001,0001,0008,0002,0005
-001,0001,0003,0002,0005
-002,0002,0003,0002,0000
