delta0,delta1,delta2,delta3,delta4
0010,0001,0010,0027,0057
0010,0001,0010,0027,0057
0004,0004,0009,0041,0068
0005,0004,0009,0041,0068
0005,0004,0009,0041,0068
0005,0003,0008,0030,0057
0003,0003,0008,0030,0041
0003,0003,0008,0030,0038
0000,0002,0003,0017,0021
-001,0002,0001,0013,0010
-001,0002,0001,0013,0010
0000,-004,0002,0004,0001
0000,-004,0002,0001,0001
0000,-004,0002,0001,0001
-003,-002,-007,0001,-009
-003,-002,-007,0001,-010
-003,-002,-007,0001,-010
-002,-006,-008,-006,-010
-002,-006,-008,-006,-010
-002,-006,-008,-006,-010
-007,-008,-009,-006,-010
-006,-008,-009,-006,-010
-006,-008,-009,-006,-010
-005,-010,-009,-010,-011
-005,-010,-009,-010,-011
-005,-010,-009,-010,-011
-006,-006,-006,-009,-008
-006,-006,-006,-009,-008
-006,-006,-006,-009,-008
-004,-006,-011,-008,-011
