delta0,delta1,delta2,delta3,delta4
0006,0004,0015,0039,0051
0006,0004,0015,0041,0090
0011,0009,0018,0061,0098
0011,0009,0018,0080,0162
0026,0023,0018,0094,0247
0026,0023,0020,0106,0247
0026,0023,0020,0106,0231
0026,0023,0020,0106,0202
0013,0006,0018,0052,0110
0013,0006,0018,0048,0072
0016,0012,0018,0047,0060
0016,0012,0017,0025,0026
0016,0012,0017,0025,0026
0016,0012,0017,0025,0026
0003,-004,0013,0015,0005
0003,-004,0013,0015,0005
0003,-004,0013,0015,0005
0000,-004,0012,0001,-006
0000,-004,0009,0001,-006
0000,-004,0009,0001,-006
0001,-001,-005,-004,-005
0001,-001,-005,-004,-005
0001,-001,-005,-004,-005
0001,-006,-007,-004,-002
0001,-006,-007,-004,-002
0001,-006,-007,-004,-002
0002,0000,-007,-005,-008
0002,0000,-007,-005,-008
0002,0000,-007,-005,-008
0002,-004,-005,-004,-007
