delta0,delta1,delta2,delta3,delta4
0009,0008,0018,0029,0042
0009,0008,0018,0029,0042
0014,0006,0019,0043,0063
0014,0006,0019,0043,0076
0014,0006,0019,0047,0120
0001,-003,0023,0064,0124
0001,-003,0023,0072,0171
0001,-003,0023,0084,0225
0001,-003,0025,0095,0267
0008,0003,0025,0109,0331
0008,0003,0025,0109,0331
0011,0004,0028,0107,0322
0011,0004,0028,0095,0284
0011,0004,0028,0083,0160
0008,0001,0021,0034,0048
0008,0001,0021,0034,0036
0008,0001,0021,0034,0036
0008,0001,0015,0022,0019
0008,0001,0015,0022,0019
0008,0001,0015,0022,0019
0006,-006,0012,0011,0003
0006,-006,0012,0011,0003
0006,-006,0012,0011,0003
-001,-001,0007,0003,-004
-001,-001,0007,0003,-004
-001,-001,0007,0003,-004
0005,-005,0000,0005,0000
0004,-005,0000,0005,0000
0004,-005,0000,0005,0000
0003,-003,0001,0002,0000
