delta0,delta1,delta2,delta3,delta4
0008,0003,0013,0027,0042
0008,0003,0013,0027,0042
0007,0002,0013,0043,0067
0007,0002,0013,0043,0068
0007,0002,0013,0046,0072
0011,0004,0014,0052,0093
0011,0004,0014,0052,0093
0011,0004,0014,0052,0089
0010,0003,0014,0045,0081
0010,0003,0014,0045,0067
0010,0003,0014,0042,0054
0008,0003,0013,0036,0048
0008,0003,0013,0036,0042
0008,0003,0013,0030,0031
0004,0000,0007,0014,0020
0004,0000,0007,0014,0017
0004,0000,0007,0011,0012
-001,0001,0000,0002,0004
-001,0001,0000,0002,0004
-001,0001,0000,0002,0004
-001,-003,-001,0001,0006
-001,-003,-001,0001,0006
-001,-003,-001,0001,0006
0003,-001,0003,-006,-005
0003,-001,0003,-006,-005
0003,-001,0003,-006,-005
0002,0000,-001,-005,-003
0002,0000,-001,-005,-003
0002,0000,-001,-005,-003
0000,-002,-005,-002,0001
