delta0,delta1,delta2,delta3,delta4
0009,0004,0017,0028,0043
0009,0004,0017,0031,0058
0012,0006,0020,0052,0075
0012,0006,0020,0053,0090
0012,0006,0020,0053,0090
0009,0005,0016,0041,0057
0009,0005,0016,0041,0057
0009,0005,0016,0041,0057
0006,0007,0010,0024,0020
0006,0007,0010,0024,0020
0006,0007,0010,0024,0020
0004,0004,0003,0009,0002
0004,0004,0003,0009,0002
0004,0004,0003,0009,0002
0003,-005,-002,0000,-001
0003,-005,-002,0000,-001
0003,-005,-002,0000,-001
-003,-007,0000,0001,-005
-003,-007,0000,0001,-005
-003,-007,0000,0001,-005
-002,0001,-007,-004,-008
-002,0001,-007,-004,-008
-002,0001,-007,-004,-008
0000,-006,-002,-002,-011
0000,-006,-002,-002,-011
0000,-006,-002,-002,-011
0003,-006,-009,-008,-009
0003,-006,-009,-008,-009
0003,-006,-009,-008,-009
-001,-005,-003,-002,-011
