delta0,delta1,delta2,delta3,delta4
0011,0009,0015,0034,0049
0011,0009,0017,0034,0056
0010,0006,0014,0052,0093
0010,0006,0014,0052,0096
0010,0006,0014,0052,0097
0013,0010,0018,0052,0097
0013,0010,0018,0052,0092
0011,0010,0020,0050,0077
0007,0007,0011,0037,0074
0007,0007,0011,0036,0053
0007,0007,0011,0032,0035
0010,0003,0014,0023,0029
0010,0003,0014,0020,0022
0010,0003,0012,0014,0017
0005,-001,0002,0002,0007
0005,-001,0001,0002,0007
0005,-001,0001,0002,0006
0004,0003,0002,0001,0001
0004,0003,0002,0001,0001
0004,0003,0002,0001,0001
-002,0002,0000,-001,0000
-002,0002,0000,-001,0000
-002,0001,0000,-001,0000
0000,0000,-005,-001,-004
0000,0000,-005,-001,-004
0000,0000,-005,-001,-004
0002,0001,0001,-004,-003
0002,0001,0001,-004,-003
0002,0001,0001,-004,-003
-001,-002,-003,-002,0002
