delta0,delta1,delta2,delta3,delta4
0002,0002,0012,0033,0032
0002,0002,0012,0034,0036
0004,0007,0010,0042,0058
0004,0007,0010,0042,0058
0004,0007,0010,0042,0058
0005,0005,0008,0047,0057
0005,0005,0008,0047,0057
0005,0005,0008,0047,0057
0001,0003,0011,0033,0038
0001,0003,0011,0033,0038
0001,0003,0011,0033,0037
0001,-002,0005,0011,0007
0001,-002,0005,0011,0007
0001,-002,0005,0011,0007
0002,-003,-004,-002,-005
0002,-003,-004,-002,-005
0002,-003,-004,-002,-005
0000,-007,-008,-007,-006
0000,-007,-008,-007,-006
0000,-007,-008,-007,-006
-003,-006,-002,-005,-011
-003,-006,-002,-005,-011
-003,-006,-002,-005,-011
0000,-007,-004,-003,-013
0000,-007,-004,-003,-013
0000,-007,-004,-003,-013
-002,-006,-007,-007,-018
-002,-006,-007,-007,-018
-002,-006,-007,-007,-018
0000,-004,-011,-008,-014
