delta0,delta1,delta2,delta3,delta4
0013,0011,0014,0027,0032
0012,0011,0014,0027,0032
0012,0008,0017,0039,0056
0012,0008,0017,0039,0056
0012,0008,0020,0039,0056
0014,0011,0019,0060,0099
0014,0011,0019,0060,0105
0003,0002,0019,0060,0105
0003,0002,0019,0067,0105
0003,0002,0019,0067,0102
0003,0002,0019,0056,0084
0013,0005,0016,0047,0078
0013,0005,0016,0037,0051
0003,-006,0016,0032,0034
0003,-006,0014,0027,0022
0003,-006,0014,0027,0022
0003,-006,0014,0022,0019
0008,0002,0011,0013,0007
0008,0002,0011,0012,0007
0008,0002,0011,0012,0007
-002,-005,0002,0003,0005
-002,-005,0002,0003,0005
-002,-005,0002,0003,0005
0004,0002,0002,-002,-004
0004,0002,0002,-002,-004
0004,0002,0002,-002,-004
-001,-001,-001,-004,-003
-001,-001,-001,-004,-003
-001,-001,-001,-004,-003
0001,0002,0003,-003,-003
