delta0,delta1,delta2,delta3,delta4
0003,0005,0006,0029,0034
0003,0005,0006,0029,0034
0007,0001,0013,0035,0055
0007,0003,0013,0035,0055
0007,0003,0013,0035,0055
0009,0003,0016,0042,0075
0009,0002,0016,0042,0075
0009,0002,0016,0042,0075
0004,0004,0011,0051,0073
0004,0004,0011,0051,0073
0004,0004,0011,0051,0070
0005,0001,0007,0038,0057
0005,0001,0007,0029,0041
0005,0001,0007,0028,0032
0002,-002,0003,0020,0023
-001,-002,-001,0011,0009
-001,-002,-001,0011,0009
0002,-003,0002,0002,0002
0002,-003,0002,0002,0002
0002,-003,0002,0002,0002
-005,-003,-005,-002,-009
-005,-003,-005,-002,-009
-005,-003,-005,-002,-009
-005,-001,-009,-004,-010
-006,-001,-009,-004,-010
-006,-001,-009,-004,-010
-006,-005,-009,-008,-013
-006,-005,-008,-008,-013
-006,-005,-008,-008,-013
-002,-009,-006,-008,-009
