delta0,delta1,delta2,delta3,delta4
0011,0005,0015,0035,0057
0011,0005,0015,0035,0057
0007,0006,0011,0046,0089
0007,0006,0011,0046,0089
0007,0006,0011,0046,0089
0010,0005,0015,0044,0076
0010,0005,0015,0044,0076
0010,0005,0015,0044,0076
0007,0004,0009,0026,0036
0007,0004,0009,0026,0036
0007,0004,0009,0026,0036
0004,0004,0007,0013,0010
0004,0004,0007,0013,0010
0004,0004,0007,0013,0010
0004,0001,0001,0005,-002
0004,0001,0001,0005,-002
0004,0001,0001,0005,-002
0003,-002,0003,0002,-006
0003,-002,0003,0002,-006
0003,-002,0003,0002,-006
0000,-006,0001,0000,-009
0000,-006,0001,0000,-009
0000,-006,0001,0000,-009
0000,0000,-006,-004,-012
0000,0000,-006,-004,-012
0000,0000,-006,-004,-012
0000,-006,-003,-003,-012
0000,-006,-003,-003,-012
0000,-006,-003,-003,-012
-004,-003,-006,-005,-013
