delta0,delta1,delta2,delta3,delta4
0007,0005,0017,0032,0040
0007,0005,0017,0033,0040
0008,0006,0016,0037,0051
0008,0006,0016,0037,0051
0008,0006,0016,0037,0052
0008,0006,0017,0036,0055
0008,0006,0017,0036,0055
0008,0006,0016,0033,0038
0009,0007,0014,0027,0036
0009,0007,0013,0023,0027
0009,0006,0013,0017,0018
0003,0002,0012,0017,0014
0003,0002,0012,0017,0014
0003,0002,0012,0011,0012
0006,0005,0006,0005,0007
0006,0005,0001,0005,0007
0006,0002,0001,0005,0007
-001,0001,0005,0005,0006
-001,0001,0005,0005,0006
-001,0001,0005,0004,0004
0000,0001,0001,0000,0000
0000,0001,0000,0000,0000
0000,0001,0000,0000,0000
-001,-001,0004,0003,0002
-001,-001,0004,0003,0002
-001,-001,0004,0003,0002
0002,0000,0002,0003,-001
0002,0000,0002,0003,-001
0000,0000,0001,0003,-001
-003,-001,0001,-003,-002
