delta0,delta1,delta2,delta3,delta4
0000,-002,0008,0037,0054
0000,-002,0008,0040,0063
0000,-002,0008,0052,0103
-001,-007,0010,0058,0108
-001,-007,0010,0058,0119
-001,-007,0010,0058,0128
-001,-007,0005,0064,0132
0001,-001,0005,0064,0132
0001,-001,0008,0064,0132
0004,-008,0008,0039,0069
0004,-008,0008,0039,0054
0004,-008,0004,0032,0050
0004,-008,0003,0019,0026
0004,-008,0003,0019,0026
0004,-008,0003,0019,0026
-005,-010,0005,0005,-007
-005,-010,0005,0005,-007
-005,-010,0005,0001,-007
-005,-005,-012,-006,-011
-005,-005,-012,-006,-011
-005,-005,-012,-006,-011
-006,-005,-011,-008,-018
-006,-005,-011,-008,-018
-006,-005,-011,-008,-018
-007,-009,-012,-013,-018
-007,-009,-012,-013,-018
-007,-009,-012,-013,-018
-008,-008,-017,-013,-019
-008,-008,-017,-013,-019
-008,-008,-017,-013,-019
