delta0,delta1,delta2,delta3,delta4
0010,0007,0019,0029,0038
0010,0007,0019,0029,0038
0009,0007,0021,0033,0042
0009,0011,0017,0032,0050
0009,0011,0017,0034,0050
0011,0011,0017,0034,0055
0014,0012,0022,0041,0075
0014,0012,0022,0041,0075
0014,0012,0022,0041,0076
0014,0013,0020,0037,0070
0014,0013,0020,0037,0066
0013,0013,0020,0037,0047
0011,0007,0013,0030,0046
0011,0007,0013,0025,0025
0011,0006,0013,0020,0020
0003,0004,0014,0016,0015
0003,0004,0014,0016,0015
0003,0004,0010,0016,0014
0000,0001,0007,0006,0007
0000,0001,0007,0006,0007
0000,0001,0007,0005,0007
0002,-001,0009,0005,0007
0002,0000,0009,0005,0007
0002,0000,0005,0004,0007
0003,0004,0002,0002,0000
0003,0004,0002,0002,0000
0002,0003,0002,0002,0000
0001,0003,0010,0004,0005
0001,0003,0010,0004,0005
0001,0002,0010,0002,0004
