delta0,delta1,delta2,delta3,delta4
0009,0006,0017,0034,0042
0009,0006,0017,0034,0042
0009,0006,0016,0037,0056
0009,0006,0016,0037,0056
0011,0009,0016,0037,0050
0006,0007,0015,0033,0042
0006,0007,0015,0030,0039
0006,0005,0015,0022,0028
0006,0005,0016,0021,0021
0006,0005,0016,0021,0021
0006,0005,0012,0013,0013
0006,0005,0007,0007,0008
0006,0005,0004,0007,0008
0007,0001,0004,0007,0006
0005,0001,0000,0002,0004
0005,0001,-001,0002,0004
0005,0004,-001,0002,0004
-001,-002,0002,0004,0004
0000,-001,0002,0004,0004
0000,-001,0002,0004,0002
0004,0005,-001,0000,0000
0004,0005,-001,0000,0000
0006,0003,-001,0000,0000
0001,0000,0005,0002,0003
0001,0000,0005,0002,0003
0001,0000,0005,0003,0001
0001,0000,0001,-003,0000
0001,0000,0001,-003,0000
0001,0000,0001,-003,0000
0004,0001,0003,0001,0001
