delta0,delta1,delta2,delta3,delta4
0004,0003,0012,0034,0042
0004,0003,0012,0034,0045
0011,0006,0013,0054,0079
0011,0006,0013,0054,0094
0011,0006,0013,0056,0097
0009,0010,0017,0066,0118
0009,0011,0017,0066,0118
0009,0011,0017,0066,0113
0009,0011,0015,0061,0104
0009,0011,0015,0061,0101
0009,0008,0015,0048,0063
0013,0008,0016,0036,0059
0013,0008,0016,0034,0046
0013,0008,0016,0033,0038
0013,0008,0015,0023,0025
0010,0001,0015,0023,0025
0007,0001,0014,0022,0018
0004,-005,0008,0005,0000
0004,-005,0008,0004,0000
0004,-005,0007,0004,0000
0001,-004,-002,0005,0003
0001,-004,-002,0005,0003
0001,-004,-002,0005,0003
-002,-006,-006,-002,-006
-003,-006,-006,-002,-006
-003,-006,-006,-002,-006
-005,-003,0001,-003,-007
-005,-003,0001,-003,-007
-005,-003,0001,-003,-007
0001,-006,-008,-001,-004
