delta0,delta1,delta2,delta3,delta4
0010,0008,0017,0028,0041
0010,0008,0017,0028,0041
0010,0007,0019,0034,0053
0010,0007,0019,0034,0054
0010,0007,0019,0034,0054
0010,0011,0022,0039,0070
0010,0011,0022,0039,0071
0010,0011,0022,0041,0073
0009,0010,0018,0050,0084
0009,0010,0018,0050,0084
0009,0010,0018,0055,0072
0013,0011,0017,0047,0067
0013,0011,0017,0039,0051
0008,0011,0017,0030,0034
0005,0006,0014,0027,0034
0005,0006,0013,0017,0020
0005,0006,0011,0015,0014
0002,0004,0011,0009,0012
0002,0004,0011,0008,0012
0002,0004,0011,0008,0012
0002,0004,0000,0004,0003
0002,0004,0000,0004,0003
0002,0004,0000,0004,0003
0001,0003,0002,0002,-001
0001,0003,0002,0000,-001
0001,0003,0002,0000,-001
0000,0003,0003,0000,0001
0000,0003,0003,0000,0001
0000,0003,0003,0000,0001
0003,0003,-002,-001,0001
