delta0,delta1,delta2,delta3,delta4
0002,0000,0004,0029,0037
0002,0000,0004,0029,0039
0000,0002,0006,0035,0056
0000,0002,0006,0035,0056
0000,0002,0006,0035,0056
0003,0001,0009,0032,0051
0003,0001,0009,0032,0051
0003,0001,0009,0032,0051
0002,-002,-001,0017,0018
0002,-002,-001,0017,0018
0002,-002,-001,0016,0018
-003,-003,-001,0005,-005
-003,-003,-001,0005,-005
-003,-003,-001,0005,-005
-001,-012,-009,-005,-009
-001,-012,-009,-005,-009
-001,-012,-009,-005,-009
-003,-011,-012,-011,-009
-003,-011,-012,-011,-009
-003,-011,-012,-011,-009
-006,-011,-010,-011,-017
-006,-011,-010,-011,-017
-006,-011,-010,-011,-017
-007,-011,-013,-013,-013
-007,-011,-013,-013,-013
-007,-011,-013,-013,-013
-006,-010,-009,-009,-019
-006,-010,-009,-009,-019
-006,-010,-009,-009,-019
-004,-007,-014,-013,-015
