delta0,delta1,delta2,delta3,delta4
0010,0006,0017,0030,0039
0012,0006,0017,0031,0040
0013,0010,0017,0040,0058
0013,0010,0017,0044,0059
0013,0010,0018,0044,0063
0014,0011,0018,0067,0097
0014,0011,0018,0067,0106
0006,0000,0019,0070,0111
0006,0000,0016,0079,0126
0006,0000,0016,0079,0126
0006,0000,0016,0072,0121
0010,0005,0022,0062,0119
0010,0005,0022,0060,0098
0010,0004,0022,0036,0053
0013,0004,0016,0035,0044
0013,0004,0016,0027,0032
0013,0004,0016,0027,0026
0013,0004,0012,0018,0019
0008,0002,0012,0016,0015
0008,0000,0012,0013,0008
0000,-003,0003,0004,0002
-001,-003,0003,0004,0002
-001,-003,0003,0004,0002
0000,0001,0005,0004,0006
0000,0001,0005,0004,0006
0000,0001,0005,0004,0006
0000,0001,0001,0002,0006
0000,0001,0001,0002,0006
0000,0001,0001,0002,0005
-003,0000,-002,0002,0004
