delta0,delta1,delta2,delta3,delta4
0011,0006,0017,0025,0035
0011,0006,0017,0027,0035
0011,0009,0018,0032,0045
0011,0009,0018,0033,0045
0011,0009,0018,0033,0045
0012,0006,0018,0041,0052
0012,0006,0018,0041,0052
0011,0006,0018,0039,0047
0011,0009,0013,0031,0039
0011,0009,0013,0026,0028
0011,0009,0012,0020,0023
0005,0004,0011,0014,0015
0005,0004,0011,0014,0012
0005,0004,0011,0011,0012
0001,0003,0001,0005,0005
0001,0000,0001,0003,0005
0001,0000,0001,0003,0005
0003,0002,0004,0002,0000
0003,0002,0004,0002,0000
0003,0002,0004,0002,0000
0003,0002,0001,-001,0000
0003,0002,0001,-001,0000
0003,0001,0001,-001,0000
0003,0001,0002,0002,0002
0003,0001,0002,0002,0002
0004,0004,0001,0002,0002
0002,0002,0001,0003,0000
0002,0002,0001,0003,0000
0002,0001,0003,0002,0000
0001,0000,0000,0000,-003
