delta0,delta1,delta2,delta3,delta4
0002,0001,0008,0031,0056
0002,0001,0008,0031,0058
0007,0001,0014,0047,0111
0007,-001,0014,0047,0123
0007,-001,0014,0047,0136
0007,-001,0012,0056,0161
0007,-001,0013,0056,0161
0007,-001,0013,0056,0146
0005,0000,0013,0051,0134
0004,0000,0009,0032,0077
0004,0000,0009,0032,0043
0014,0005,0006,0027,0038
0014,0005,0005,0015,0019
0014,0005,0005,0015,0019
0014,0005,0009,0008,0009
0002,-002,0009,0008,0005
0002,-002,0006,0008,0005
-002,-002,0000,0000,-002
-002,-003,0000,-001,-002
-002,-003,0000,-001,-002
-002,-007,-008,-006,-006
-005,-007,-008,-006,-006
-005,-007,-008,-006,-006
-003,-007,-006,-008,-010
-003,-007,-006,-008,-010
-003,-007,-006,-008,-010
-003,-008,-005,-004,-011
-003,-008,-005,-004,-011
-003,-008,-005,-004,-011
-007,-007,-011,-010,-010
