delta0,delta1,delta2,delta3,delta4
0006,0006,0015,0033,0041
0006,0007,0018,0035,0042
0010,0011,0018,0047,0065
0010,0011,0018,0047,0066
0010,0011,0020,0047,0069
0012,0011,0019,0044,0069
0012,0011,0019,0042,0062
0012,0009,0019,0033,0041
0007,0005,0018,0029,0040
0007,0005,0018,0028,0031
0007,0004,0014,0020,0019
0004,0003,0007,0016,0014
0004,0003,0007,0011,0012
0004,0003,0007,0011,0012
0000,0001,0009,0010,0010
0000,0001,0009,0010,0010
0000,0001,0005,0004,0008
0000,-001,0002,0002,0003
0000,-001,0002,0002,0003
0000,-001,0002,0002,0003
0002,-002,0002,0005,0002
0002,-002,0002,0005,0002
0002,-002,0004,0005,0002
-003,0000,0004,0002,0000
-003,0000,0004,0002,0000
-003,0000,0003,0002,0000
-001,-002,-001,0001,0002
-001,-002,-001,0001,0002
-001,-002,-001,0001,0002
0001,-002,0004,0004,0003
