delta0,delta1,delta2,delta3,delta4
0005,0005,0015,0028,0033
0005,0005,0015,0028,0033
0006,0006,0015,0031,0037
0007,0006,0015,0031,0037
0007,0008,0016,0034,0037
0007,0006,0016,0038,0053
0009,0006,0016,0038,0053
0009,0006,0016,0039,0056
0009,0006,0017,0057,0088
0006,0006,0017,0057,0096
0006,0006,0017,0064,0102
0014,0013,0010,0064,0117
0014,0013,0012,0064,0117
0014,0013,0012,0064,0117
0014,0013,0018,0060,0105
0009,0004,0018,0058,0100
0009,0004,0018,0035,0052
0016,0006,0014,0035,0045
0016,0006,0011,0031,0038
0016,0006,0011,0029,0027
0016,0006,0014,0022,0020
0001,0001,0014,0022,0020
0001,0001,0013,0015,0015
0004,-004,0006,0007,0002
0004,-003,0006,0004,0002
0004,-003,0006,0004,0002
0003,0001,-001,0001,-004
0003,0001,-001,0001,-004
0003,0001,-001,0001,-004
0003,0001,0003,-002,-001
