delta0,delta1,delta2,delta3,delta4
0007,0001,0009,0030,0041
0007,0001,0009,0030,0041
0004,0003,0017,0043,0056
0004,0003,0017,0043,0065
0004,0003,0017,0043,0102
-002,-008,0017,0054,0114
-002,-008,0017,0054,0131
-002,-008,0017,0054,0136
-002,-008,0020,0052,0138
0005,-001,0020,0052,0136
0005,-001,0020,0052,0118
0007,-003,0015,0035,0047
0007,-003,0015,0035,0042
0007,-003,0015,0035,0037
0007,-003,0010,0021,0023
0007,-003,0010,0021,0023
0007,-003,0010,0021,0023
-002,-008,0004,0010,0003
-002,-008,0004,0010,0003
-002,-008,0004,0010,0003
0003,-002,-002,0002,-004
0003,-002,-002,0002,-004
0003,-002,-002,0002,-004
0002,-002,-004,-002,-007
0002,-002,-004,-002,-007
0002,-002,-004,-002,-007
-005,-006,-005,-003,-009
-005,-006,-005,-003,-009
-005,-006,-005,-003,-009
-007,-006,-008,-007,-009
