delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0001,0000,0002,0000,0003,0002,0002,0001
-001,0001,0000,0002,0001,0004,0001,0002,0000
-001,0001,0000,0003,0001,0004,0003,0000,0000
0000,0001,-002,0002,0001,0004,0002,0000,0000
0000,0001,0000,0003,0000,0003,0003,0000,-001
0000,0001,0000,0003,0001,0003,0003,0001,0000
0002,0001,0000,0003,0002,0003,0004,0002,0000
0003,0001,0000,0003,0002,0003,0006,0002,0000
0003,0001,0000,0005,0004,0003,0007,0003,0001
0006,0003,0001,0011,0004,0003,0011,0005,0002
0009,0004,0003,0013,0006,0004,0011,0005,0003
0015,0004,0003,0019,0008,0004,0011,0007,0003
0015,0009,0001,0019,0011,0004,0010,0010,0003
0013,0015,0001,0014,0018,0007,0007,0011,0003
0005,0022,0001,0007,0024,0009,0004,0011,0004
0000,0022,0006,0002,0024,0010,0002,0010,0005
-001,0014,0018,0001,0013,0020,0002,0008,0011
-001,0005,0020,0000,0005,0021,0002,0004,0011
-001,0003,0020,0000,0002,0021,0002,0003,0011
-001,0002,0008,-001,0001,0017,0002,0000,0009
0000,0001,0000,0001,0001,0008,0001,0000,0005
0000,0000,0000,0000,0000,0005,0001,-001,0005
0000,0000,0001,0002,-001,0005,-001,0000,0001
-001,0000,0001,0000,-001,0002,-001,0000,0001
-001,0001,0001,0001,0000,0002,0001,0000,0001
-001,0001,0000,-001,0001,0002,0002,0000,0000
-001,0001,0000,0001,0001,0001,0003,0000,0000
0000,0001,0000,-001,0001,0001,0003,0001,0000
0000,0002,0000,0000,0000,0001,0003,0001,0001
0000,0002,0000,0000,0000,0001,0000,0002,0001
0000,0001,0002,0000,0000,0001,0003,0001,0002
0000,0001,0002,0001,0000,0001,0000,0001,0001
0000,0002,-001,0000,-001,0003,0001,0001,0001
0000,0002,-001,0001,-001,0004,0001,0002,0001
0000,0001,-001,0000,0001,0004,0001,0002,0002
-001,0001,0000,0001,0001,0004,0001,0002,0004
-001,0002,0001,-001,0000,0004,0000,0000,0004
-001,0002,0001,0000,0000,0003,0000,0001,0003
-001,0001,0000,0000,0001,0003,0000,0001,0003
0000,0001,-002,0000,0001,0002,0001,0001,0002
0000,0002,-002,0000,0001,0002,0001,0002,0002
0000,0002,-002,0000,0001,0003,0001,0002,0002
-001,0001,0000,0000,0000,0003,0001,0002,-001
-001,0001,0000,0001,0001,0003,0000,0002,-001
-001,0001,0000,0001,0001,0002,0001,0001,-001
-001,0001,-001,0000,0001,0001,0001,0000,0000
-001,0001,-001,0000,0001,0002,0002,0000,0000
-001,0001,-004,-001,0001,0000,0001,0000,0000
-001,0001,-004,-001,0000,0003,0000,0000,0000
-001,0000,-001,-001,0001,0001,0000,0000,0001
-001,0000,-001,0000,0000,0001,0000,0000,0001
0000,0000,-001,0001,0001,0001,0001,0000,0001
0000,0000,-001,0001,0001,0001,0003,0000,0000
0000,0002,-003,0001,0002,0002,0003,0000,0000
0000,0002,-003,0001,0002,0000,0003,0001,0000
