delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0001,0003,0002,0002,0002,0002,0001,0002
0002,0002,0002,0002,0002,0002,0002,0001,0001
-001,0001,0002,0002,0002,0002,0002,0002,0001
0002,0001,0002,0003,0002,0002,0003,0002,0001
0001,0001,0001,0003,0002,0000,0004,0002,0001
0003,0003,0002,0003,0002,0000,0004,0002,0002
0003,0003,0003,0004,0003,0005,0007,0002,0001
0003,0002,0003,0007,0003,0005,0008,0002,0002
0004,0002,0003,0008,0005,0002,0009,0004,0004
0006,0004,0002,0010,0005,0002,0009,0005,0004
0007,0005,0002,0012,0007,0002,0009,0005,0002
0007,0005,0002,0012,0011,0003,0009,0008,0002
0007,0006,0002,0011,0014,0003,0009,0012,0002
0004,0011,0005,0007,0018,0004,0006,0014,0006
0004,0015,0005,0006,0023,0004,0000,0014,0007
0002,0015,0012,0001,0023,0010,0000,0013,0011
0000,0012,0018,0001,0016,0022,0000,0008,0018
0000,0005,0027,0001,0006,0025,0000,0002,0021
0000,0005,0027,0000,-001,0035,0000,0002,0024
0000,0005,0026,0000,-001,0035,0000,0002,0024
0000,0005,0022,0000,-001,0035,0000,0002,0024
0000,0005,0018,0000,-001,0034,0000,0002,0024
0000,0005,0018,0000,-001,0027,0000,0002,0024
0000,0005,0018,0000,-001,0025,0000,0002,0024
0000,0000,0009,-001,-001,0016,0000,0000,0010
-001,0000,0007,-001,-001,0009,0000,-001,0007
-001,0000,0007,-001,-001,0006,0000,-001,0007
-001,0000,0007,-001,-001,0006,0000,-001,0007
-001,0000,0007,-001,-001,0005,0000,-001,0007
-001,0000,0007,-001,-001,0004,0000,-001,0007
-001,0000,0007,-001,-001,0005,0000,-001,0007
-001,0001,0002,-001,-001,0004,0001,0000,0004
-001,0001,0002,0000,0000,0001,0001,0000,0003
-001,0000,0002,0000,0000,0001,0001,0000,0003
-001,0000,0002,0000,0000,0001,0000,0000,0002
-001,0000,0002,-001,0002,0002,-001,0000,0002
-001,0000,0002,0000,0002,0002,-001,0000,0001
0000,0000,0002,0001,0002,0001,0000,-001,0002
0000,0000,0002,0001,0001,-001,0000,-001,0002
0000,0000,-001,0000,0002,0001,0001,0000,0002
0000,0001,0001,0000,0002,-001,0000,0000,0001
-001,0001,0001,0000,0002,0001,0001,0000,0001
0000,0000,0002,0000,0000,0001,0001,0000,0002
0000,0000,0003,0000,0000,0001,0001,0000,0003
0000,0000,0002,0000,0000,0001,0001,0000,0004
-001,-001,0003,-001,0000,0000,0001,-001,0004
-002,0001,0002,0000,0000,0003,0001,0001,0003
-002,-001,0002,-001,0000,0003,0000,0000,0002
0001,0000,0001,0000,0000,0003,0000,0001,0002
0001,0000,0001,0000,0001,0001,0000,0000,0002
0000,0000,0002,0000,0001,0000,0000,-002,0001
-001,0000,0002,0000,0001,0000,0001,-002,0001
-001,0000,0002,-001,0000,0000,0001,0000,0001
-001,-001,0000,-001,0000,0000,0001,0000,0002
-001,0000,0000,-001,0001,0000,-001,-001,0002
