delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
-001,0001,0002,0000,0000,0003,-002,0000,0000
0000,0000,0003,0000,-002,0003,-002,0000,0000
0001,-001,0003,0000,-002,0002,-001,0001,-001
0000,-002,0002,0000,0000,0001,-001,0002,0001
0001,-002,0001,0000,0000,0002,-002,0002,0001
0000,0001,0001,0001,0000,0003,-002,0003,0001
0001,0001,0001,0002,0001,0003,0000,0004,-001
0001,0001,0003,0003,0002,0003,0004,0007,-001
0001,0001,0003,0003,0003,0003,0005,0009,0002
0001,0001,0003,0004,0003,0004,0007,0011,0005
0004,0004,0003,0007,0005,0006,0008,0012,0003
0004,0006,0003,0008,0013,0006,0010,0014,0004
0004,0006,0003,0010,0016,0007,0010,0014,0003
0007,0010,0003,0015,0019,0005,0008,0014,0002
0009,0011,0004,0015,0020,0007,0006,0009,0002
0009,0013,0005,0015,0019,0005,0006,0008,0001
0011,0016,0006,0014,0018,0006,0003,0006,0001
0012,0016,0005,0010,0016,0004,0001,0004,0001
0012,0016,0005,0008,0008,0004,0002,0002,0002
0012,0016,0004,0005,0005,0003,0000,0002,0002
0008,0011,0004,0005,0004,0002,0000,0002,0002
0006,0008,0003,0002,0001,0003,0000,0001,0000
0005,0001,0001,0002,0001,0000,0001,0000,0000
0005,0001,0001,0002,0001,0002,0001,-001,0000
0004,0002,0002,0003,0001,0000,0001,0000,0001
0003,0002,0002,0003,0001,0002,-002,-001,-001
0003,0001,0002,0003,0001,0002,-001,0000,-001
0003,0001,0002,0000,0000,0002,-001,0000,-001
0003,0002,0000,0000,0000,0000,-001,0000,0000
0003,0002,0002,0000,0000,0000,0000,0000,0000
0002,0002,0002,0000,0000,0001,0000,-001,0001
-001,0002,0002,0000,0000,0003,0000,-001,0000
-001,0002,0003,0000,0000,0002,-001,0001,-001
-001,0002,0001,0000,-001,0002,-002,0001,-001
0001,0000,0001,0000,0000,0002,-002,0000,0000
0002,0000,0001,0000,-001,0003,-002,0000,0000
0002,0000,0001,-001,-001,0003,-002,0000,0000
0002,0001,0001,0000,-001,0003,-002,0000,-001
0000,0001,0002,0000,0000,0000,-002,0000,-001
0000,0001,0002,0000,0000,-001,-002,0000,-001
0000,0002,0002,0001,0000,-001,-001,0000,0001
0000,0002,0002,0000,-001,-001,-001,0000,0001
0002,0000,0002,0000,-001,0002,-001,0000,-001
0000,0000,0002,-001,-001,0001,-001,-001,-002
0000,0000,0002,-001,-001,0001,-001,-001,-002
0000,0001,0001,-001,-001,0001,-001,0000,-002
0001,0001,0001,0000,0000,0002,-001,0001,0000
0001,0001,0001,0001,-001,0002,-003,0000,0000
0000,0000,0001,0001,-002,0001,-003,0000,0000
0000,-001,0003,0001,-002,0001,-002,0000,0000
0002,0000,0003,0000,-001,0000,-001,0000,0000
0002,0000,0002,-001,-001,0000,-001,0000,0001
0001,0000,0001,-001,0001,0000,-001,-001,0001
0000,-001,0001,-001,0001,0001,-003,-001,0001
0001,-001,0001,-001,-001,0001,-001,-001,0001
