delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,-001,-001,0000,0000,0000,0001,-001,-001
0000,0000,-001,0000,0000,0000,0000,-001,-001
-001,0000,-001,0001,0000,0001,0000,-001,-002
0000,0000,0002,0001,0000,0001,0000,-001,-001
-001,-001,0002,0001,0000,0001,0000,0000,-001
0000,-001,0002,0001,0000,0000,0000,0000,-001
-001,-001,0002,0000,0000,0000,0001,-001,0001
0000,0000,0001,0000,0000,-001,0000,-001,0001
0000,0000,0001,0000,0001,-001,0000,0000,0001
0000,0000,0001,0001,0001,0001,0000,0002,0001
0002,0001,0001,-002,0001,0001,0002,0002,0002
0002,0001,0001,0002,0002,0001,0004,0008,0006
0001,-001,0001,0002,0003,0002,0004,0009,0006
0001,-001,0003,0003,0005,0004,0004,0013,0011
0001,-001,0003,0003,0008,0005,0007,0022,0012
0002,0002,0003,0005,0016,0007,0007,0023,0013
0002,0008,0005,0007,0030,0012,0008,0024,0013
0004,0012,0009,0011,0036,0015,0008,0024,0013
0004,0012,0009,0011,0036,0015,0008,0024,0013
0004,0012,0009,0011,0034,0015,0008,0024,0013
0004,0012,0009,0011,0034,0015,0008,0024,0013
0004,0012,0009,0011,0033,0015,0008,0024,0013
0004,0012,0009,0011,0033,0015,0008,0024,0013
0005,0025,0011,0005,0028,0014,0002,0008,0002
0005,0025,0011,0004,0020,0008,0002,0002,0002
0005,0023,0011,0004,0020,0008,0002,0002,0002
0004,0022,0010,0002,0010,0007,0002,0002,0001
0001,0015,0007,-001,0005,0004,-001,0001,0000
0001,0015,0007,-001,0004,0004,-001,0001,0000
0001,0015,0007,-001,0004,0004,-001,0001,0000
0001,0015,0007,-001,0003,0004,-001,0001,0000
0001,0015,0007,-001,0001,0004,-001,0001,0000
0001,0015,0007,-001,0003,0004,-001,0001,0000
0001,0003,0006,0000,0001,0004,0000,0000,0000
-001,0002,0004,0001,0001,0003,0001,0000,0001
-001,0000,0004,0000,0000,0001,0000,-001,0001
-001,0000,0004,0001,0000,0000,0002,0000,0001
0000,0000,0001,0000,0000,0000,0001,-001,0001
0000,0002,0001,-001,0000,0000,0001,0000,0001
0001,0002,0001,-001,0000,0000,0001,-001,-001
0000,0002,0001,0000,-001,0000,0000,0000,-001
0000,0002,-001,0000,0000,0000,0001,0000,-001
0000,0002,-001,0000,0001,0000,0000,0000,-001
0001,0002,-001,0001,0001,0002,0000,0000,-001
0001,0000,0000,0001,-001,0000,0000,0000,0000
0000,0000,0000,0001,-001,0000,0000,-001,0000
0000,0000,0000,0001,0001,0000,0000,-001,0000
0000,0000,0000,0000,0001,0002,0002,-001,0000
-001,0000,0000,0000,0001,0002,0002,0001,-001
-001,-001,0000,0000,0001,0003,0002,0001,-001
-001,0000,0001,0000,0000,0001,0001,0001,0001
0001,0000,0001,0000,0000,0001,0001,0001,0001
0001,0001,-001,0000,-001,0001,0002,0000,0001
0001,0001,-001,0000,-001,-002,0002,0000,0001
0001,0001,-001,0001,0001,0000,0002,0000,0000
