delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0000,0001,0000,0001,0000,0001,-001,0002
0001,0000,0001,0000,0000,0001,0002,0000,-001
0001,0000,0001,0001,0000,0002,0000,0001,-001
0001,0000,0001,0001,0000,0002,0002,0001,0000
0001,-002,0002,0000,0000,0002,0002,0001,0001
0002,0000,0000,0000,0000,0000,0002,0000,0006
0002,0001,0000,0000,0002,0000,0000,0000,0006
0002,0001,0000,0000,0002,0000,0000,0000,0003
0001,0001,0001,0003,0002,0004,0001,0000,0003
0000,0000,0001,0003,0003,0004,0001,0003,0004
0000,0001,0000,0001,0004,0002,0001,0006,0004
0003,0000,-001,0001,0005,0002,0001,0009,0004
0003,0004,0000,0004,0008,0005,0005,0013,0007
0003,0005,0001,0004,0012,0006,0008,0018,0008
0003,0007,0002,0009,0024,0008,0008,0018,0009
0004,0011,0003,0011,0028,0010,0007,0016,0008
0004,0017,0003,0011,0028,0010,0003,0013,0005
0004,0017,0003,0011,0028,0010,0003,0013,0005
0004,0017,0003,0011,0028,0010,0003,0013,0005
0004,0017,0003,0011,0028,0010,0003,0013,0005
0004,0017,0003,0011,0027,0010,0003,0013,0005
0004,0017,0003,0011,0024,0010,0003,0013,0005
0006,0023,0009,0002,0023,0010,0002,0004,0003
0006,0023,0011,0002,0015,0008,0001,0003,0003
0004,0017,0011,0003,0011,0008,0001,0000,0005
0004,0017,0011,0003,0006,0008,0001,0000,0005
0004,0017,0011,0003,0006,0008,0001,0000,0005
0004,0017,0011,0003,0005,0008,0001,0000,0005
0004,0017,0011,0003,0005,0008,0001,0000,0005
0004,0017,0011,0003,0005,0008,0001,0000,0005
0003,0007,0006,0001,0004,0005,0001,0000,0000
0002,0004,0004,0001,0003,0003,0001,0000,0000
0001,0004,0002,0001,0001,0003,0000,0000,0000
0001,0000,0001,0001,0002,0002,0000,0000,0000
0001,0000,0000,0001,0002,0001,0000,0001,-001
0001,0000,0000,0001,0002,0001,0000,0001,-001
0002,0001,0000,0001,0002,0001,0001,0001,-001
0001,0001,0000,0001,0000,0001,0000,0000,0000
0002,0001,0000,-001,0000,0001,0000,0000,0000
0000,0001,0002,-001,0001,0002,-001,-001,0000
0001,0001,0002,-001,0001,0002,-001,-001,-001
0001,0001,0001,-001,0001,0002,0000,-001,-001
0001,0000,0001,-001,0001,0001,0001,-002,-001
0001,0000,0001,-001,0001,0001,0001,-002,0000
0002,0000,0001,0001,0001,0001,0001,-002,0000
0002,0000,0000,0002,0002,0001,-001,0000,0000
0002,0000,0000,0001,0001,0001,-001,-001,0000
0001,0000,0000,0000,0001,0001,-001,-001,0000
0001,0000,-001,0000,0001,0002,-002,-001,0000
0000,0000,-001,0000,0001,0002,-002,-001,0001
0000,0000,0000,0000,0001,0004,0000,-001,0002
0000,0000,0000,0000,0001,-001,0000,0000,0002
0000,0000,0000,0000,0001,0002,0000,0000,0000
0000,0000,0001,-001,0001,0000,0000,0000,-001
0000,-001,0001,-002,0001,0001,-001,0000,-001
