delta0,delta1,delta2,delta3,delta4
0033,0014,0024,0022,0020
0044,0014,0025,0025,0025
0046,0015,0024,0025,0025
0046,0015,0023,0024,0024
0046,0015,0023,0024,0024
0043,0014,0023,0025,0024
0043,0015,0024,0025,0023
0043,0015,0023,0024,0023
0043,0015,0023,0023,0024
0037,0015,0023,0021,0024
0031,0015,0023,0021,0021
0022,0015,0022,0020,0019
0017,0008,0016,0016,0019
0014,0008,0016,0013,0014
0010,0008,0016,0010,0014
0009,0006,0013,0009,0008
0006,0006,0013,0008,0008
0004,0004,0013,0004,0006
0006,0001,0011,0004,0004
0005,0001,0009,0002,0004
0005,0001,0009,0002,0004
0005,0000,0005,0002,0002
0002,0000,0005,0003,0002
0003,0005,0005,0003,0002
0002,0005,0008,-001,0004
0003,0005,0006,-001,0004
0003,0000,0006,0000,0004
0004,0001,0005,0003,0003
0003,0001,0005,0003,0003
0003,0001,0005,0003,0003
