delta0,delta1,delta2,delta3,delta4
0049,0012,0021,0021,0023
0058,0012,0023,0024,0026
0073,0012,0023,0024,0026
0087,0012,0023,0026,0026
0092,0012,0021,0027,0028
0106,0012,0021,0027,0030
0106,0018,0030,0030,0037
0105,0018,0030,0030,0037
0105,0018,0030,0030,0037
0100,0018,0030,0030,0037
0095,0014,0026,0026,0023
0083,0014,0026,0026,0023
0065,0012,0026,0026,0021
0040,0009,0021,0022,0014
0037,0009,0021,0022,0014
0035,0009,0021,0022,0014
0023,0009,0021,0022,0014
0022,0011,0019,0016,0017
0017,0011,0019,0016,0017
0014,0010,0011,0013,0017
0013,0008,0009,0013,0014
0006,0008,0007,0013,0010
0006,0007,0006,0009,0008
0006,0006,0006,0008,0007
0006,0004,0008,0006,0005
0006,0003,0008,0006,0005
0006,0001,0007,0005,0004
0006,0003,0006,0003,0004
0006,0003,0002,0003,0004
0005,0003,0002,0001,0003
