delta0,delta1,delta2,delta3,delta4
0031,0014,0025,0027,0022
0037,0015,0026,0027,0024
0037,0016,0025,0027,0022
0035,0016,0024,0025,0021
0027,0014,0024,0024,0021
0027,0012,0023,0023,0019
0019,0011,0023,0020,0017
0016,0010,0018,0016,0016
0014,0010,0018,0015,0015
0007,0006,0015,0013,0009
0006,0006,0014,0012,0007
0004,0006,0006,0009,0004
0002,0002,0003,0004,0004
0002,0002,0003,0004,0004
0003,0006,-001,0004,0004
0003,0006,0005,0006,-001
0003,0001,0004,0002,-001
-001,0000,0004,0001,-001
0001,0001,-001,-002,0002
0000,0002,-001,-002,-003
0001,0005,0001,-001,-003
0000,0002,0001,0000,-002
0000,0002,0001,0000,-001
0000,0002,0000,0000,-001
-001,0002,0000,-001,-001
-002,0002,0000,-001,0001
-002,-001,0002,0001,-001
-002,-001,0002,0001,-001
0001,-001,-004,-002,-001
-002,0000,-004,-002,-004
